id,name,artist,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4pkb8SbRGeHAvdb87v9rpf,Miles On It,Marshmello,Country,0.634,0.761,5,-4.752,0.0472,0.00537,0.0,0.549,0.785,129.963,168454,4
4cfJwDxcinpg5gYUZ4qysj,Relapse,Warren Zeiders,Country,0.566,0.752,1,-4.102,0.0335,0.000212,0.0,0.0753,0.395,140.953,158634,4
36wAwEkSDpNQ4oQeRLYC3L,Am I Okay?,Megan Moroney,Country,0.593,0.734,9,-5.416,0.0514,0.02,0.0,0.138,0.518,125.937,235003,4
6tWGe6nvXFWT0KhGCXM89q,Devil You Know,Tyler Braden,Country,0.52,0.8,1,-4.256,0.041,0.00801,0.0,0.303,0.538,93.155,192693,4
3Sg0jiuv2ckmxTBX4tLJQq,Just Like Johnny,Redferrin,Country,0.589,0.625,4,-5.302,0.0405,0.0268,1.51e-05,0.124,0.143,125.997,199392,4
4SrGX1rwNtpiTx5BLQpggt,Called Crazy,Kassi Ashton,Country,0.515,0.844,10,-3.062,0.0447,0.258,0.0,0.0918,0.382,145.864,199728,4
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),mgk,Country,0.549,0.679,7,-5.501,0.0346,0.0103,0.0,0.365,0.235,100.214,189357,4
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),Morgan Wallen,Country,0.621,0.779,8,-3.777,0.0361,0.216,8.62e-06,0.165,0.399,172.037,181621,4
3DnsQ5O4uJw3MlYgvBJSCq,Maxed Out,Bayker Blankenship,Country,0.685,0.374,7,-10.778,0.036,0.359,8.43e-06,0.106,0.364,145.915,172608,4
2h9qRt8R214yJEBfoPAv3B,Strangers,Kameron Marlowe,Country,0.538,0.672,8,-4.061,0.0339,0.011,0.0,0.224,0.515,123.925,211992,3
58VwVmMvmGTd2Zj5oDlIAA,Bones,Russell Dickerson,Country,0.564,0.639,0,-4.379,0.0301,0.147,0.0,0.101,0.395,130.02,173062,4
0mVYqxsm3ReFqAuxG9Orrk,Whiskey Blues,Tanner Adell,Country,0.608,0.606,5,-3.423,0.0514,0.0952,0.0,0.236,0.707,139.69,133016,4
2JyM1u6xSHBJVpbeFrC4B5,Coming Home,Old Dominion,Country,0.593,0.903,5,-4.803,0.0477,0.0139,0.0,0.104,0.789,116.093,170240,4
119cU5gffLzRlsEGSshPNQ,Park,Tyler Hubbard,Country,0.602,0.89,7,-4.114,0.0409,0.00216,0.0,0.18,0.609,104.012,164264,4
1GUvNctSDGXpo7S3H3uxpT,Dammit Randy,Miranda Lambert,Country,0.462,0.845,4,-5.26,0.0377,0.0577,2.1e-05,0.11,0.348,159.998,179559,4
4boa7Bv0VijpxoP1SHjjUb,Wanna Be Loved,The Red Clay Strays,Country,0.621,0.469,8,-6.015,0.0296,0.603,3.29e-05,0.128,0.363,73.16,217308,4
76ODTQOl0JZQbhfxs6nRV9,I Am Not Okay,Jelly Roll,Country,0.512,0.672,7,-5.298,0.03,0.0602,0.0,0.158,0.393,76.821,197133,4
5ULNiLtUzRZIpbdHz47DkL,Hell is a Dance Floor,Vincent Mason,Country,0.648,0.353,9,-7.302,0.0329,0.79,0.0,0.082,0.471,130.077,209077,4
5NuUKKMA2qsltM1DnSJZLL,Arm's Length,Kacey Musgraves,Country,0.681,0.409,2,-10.48,0.0283,0.763,2.8e-06,0.0823,0.301,129.982,238493,4
7kpCMD8iv4RC971CJRPZ3U,A Cigarette,Gavin Adcock,Country,0.61,0.15,7,-11.946,0.0284,0.855,1.92e-06,0.128,0.21,136.089,179883,4
2fKAG7MnnFDrQERDAzSztc,Single Again,Josh Ross,Country,0.537,0.873,1,-4.516,0.0521,0.0299,0.0,0.0768,0.51,130.007,179051,4
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Zach Bryan,Country,0.525,0.488,0,-6.909,0.038,0.191,5.14e-05,0.135,0.253,84.999,194920,4
2g6WCOlZS7mePH81Bxxa9s,Make It Look Easy,Avery Anna,Country,0.369,0.688,6,-4.171,0.0358,0.159,0.0,0.353,0.403,170.147,152213,4
2b98AhAxuK5i4YUHaQ7eQR,"Love You, Miss You, Mean It",Luke Bryan,Country,0.45,0.812,10,-4.338,0.0419,0.0185,2.74e-06,0.0858,0.591,151.872,201807,4
727x6SZXGF0LfU2vi3rjaH,Darlin',Chase Matthew,Country,0.798,0.606,2,-6.28,0.0338,0.181,0.0,0.391,0.895,120.063,165000,4
34cLr4m5Sxe84XE5oBfO2Q,Out of Oklahoma (From Twisters: The Album),Lainey Wilson,Country,0.621,0.468,9,-8.781,0.0327,0.451,0.000388,0.105,0.475,141.998,208267,4
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,Country,0.478,0.906,10,-5.278,0.0819,0.0908,0.0,0.145,0.552,169.986,207176,4
4Znwf3U6xJsQrj0UveLpOx,MESSED UP AS ME,Keith Urban,Country,0.625,0.637,7,-6.301,0.0301,0.181,8.32e-06,0.358,0.449,105.03,196400,4
7FKAVg9SA7QYLxdVRLnKjd,Chevrolet (feat. Jelly Roll),Jelly Roll,Country,0.558,0.731,7,-3.801,0.043,0.0697,0.0,0.233,0.664,78.194,184173,4
5hFkGfx038V0LhqI0Uff2J,Glance Out A Casement Window,Janet Redger,Peaceful Piano,0.384,0.0189,1,-31.119,0.0395,0.992,0.947,0.0967,0.0834,62.479,130166,4
3KCoT5LkFQKWoHV1rTCjkP,Arabesco,Lorenzo Fiore,Peaceful Piano,0.368,0.00394,3,-34.892,0.0506,0.991,0.903,0.114,0.139,103.968,155944,4
0BDaM0EnJiCl6jmWAIERk3,Arbor,Samuel Kees,Peaceful Piano,0.352,0.00519,2,-34.359,0.0436,0.995,0.963,0.0981,0.414,89.475,155500,4
5ottoPWbTULvnKU5PSCysf,Veiled Remembrance,Mijongya,Peaceful Piano,0.422,0.00258,8,-35.266,0.0461,0.996,0.941,0.0991,0.231,67.25,172037,4
12CHYifZr1nmh6andRykpi,Prato Di Girasoli,Nascondiglio,Peaceful Piano,0.406,0.0167,0,-30.943,0.0348,0.994,0.917,0.221,0.256,95.103,158080,4
2ODAJGjI4YZwWp470XsV41,Schutter,May Laude,Peaceful Piano,0.394,0.00334,7,-32.17,0.0569,0.991,0.938,0.0844,0.195,130.952,150000,4
7FhgcPqNKXfzCkyiR2Tq4O,Like an Open Book,Hudson Rull,Peaceful Piano,0.458,0.0076,7,-38.81,0.0407,0.996,0.909,0.095,0.0663,75.629,131664,4
5KX4Iw959UusWyNmqqAYMb,Contemplazione del Mare,Gianni Domenici,Peaceful Piano,0.407,0.0116,1,-30.556,0.0442,0.994,0.94,0.114,0.0761,131.781,154823,4
3RO7kRSyGR1WD6vWOI73r9,Luminous,Moldoveanu,Peaceful Piano,0.441,0.0492,1,-27.257,0.0694,0.995,0.932,0.109,0.293,139.639,125308,4
1ymzdmQYjO3ThdlToYZnTq,Adieux,Ludovico Einaudi,Peaceful Piano,0.225,0.00407,3,-37.107,0.0464,0.987,0.936,0.112,0.32,73.595,175493,4
6G8LanLXd3GVoae2jwx4bE,Moving on,Tankeflukt,Peaceful Piano,0.221,0.0332,3,-35.442,0.0405,0.992,0.919,0.13,0.2,171.036,172181,4
5qowE02tRUQqFf3uTC8tgs,Elegie,Kiara Leonard,Peaceful Piano,0.473,0.0279,2,-30.907,0.0284,0.994,0.894,0.0973,0.245,79.213,169350,4
7MDbt6zQQu37YFeVcOpb4U,land in sight,Alfons Daiminger,Peaceful Piano,0.249,0.00605,2,-33.947,0.0444,0.992,0.959,0.0982,0.137,173.68,200551,3
5fGKMCSBHAhRW9923UBO3c,nocturnal summer,forever day,Peaceful Piano,0.462,0.0168,3,-32.173,0.0404,0.988,0.933,0.114,0.115,105.261,157969,4
7gTVQWqEGrqTuZkXpe43z1,Once,Alexis Ffrench,Peaceful Piano,0.338,0.00887,8,-32.602,0.0459,0.994,0.957,0.109,0.114,113.173,125985,4
3qdrO68GxXO9YFzXeiYdZI,Pine Scent,Anthony Sullivan,Peaceful Piano,0.476,0.0684,0,-29.234,0.0321,0.993,0.951,0.137,0.387,65.271,126402,4
2c4PSLMgucCOOd8sveoLUL,Cascade,André Dívou,Peaceful Piano,0.287,0.0276,1,-29.327,0.047,0.991,0.931,0.102,0.0976,94.667,187333,4
3RI7rnK1YgmyRcXq9pkMqQ,This Tender Appeal,Allysium,Peaceful Piano,0.435,0.0404,4,-26.262,0.0358,0.984,0.96,0.0952,0.193,95.929,168499,4
6Qqto6duuFLcAUvTEsacwS,Cataverdis,Ren Lockhart,Peaceful Piano,0.414,0.0149,1,-33.573,0.0477,0.995,0.963,0.108,0.314,97.29,149629,4
31qeus61ieZE3s9VU3OOPU,The Story of Forever,Aquilegia,Peaceful Piano,0.372,0.00707,9,-32.0,0.0379,0.989,0.88,0.0928,0.328,116.914,223495,3
5GZC3EzAtuVtmELebaB5DC,Inmaterial color,Mima Renard,Peaceful Piano,0.451,0.0316,10,-27.777,0.0399,0.994,0.911,0.0994,0.269,63.235,165215,4
63qPLmDnmhKZbzisq6i03B,Quietly Into The Night,M. Ljungström,Peaceful Piano,0.483,0.0172,6,-31.991,0.0434,0.996,0.919,0.104,0.436,100.577,136428,3
2wzELGqAgBigmgI0VdkRnx,Communion,Stephan Moccio,Peaceful Piano,0.321,0.00912,10,-33.262,0.0381,0.992,0.917,0.1,0.196,127.523,255400,3
6LUWbk3Zc6571RYApFYoSl,Beauty,Nascondiglio,Peaceful Piano,0.337,0.00902,1,-34.145,0.0416,0.994,0.926,0.195,0.193,139.041,166222,4
53XdJTeVZtu0nePZdbjNGp,Humanity,Melanié Poret,Peaceful Piano,0.365,0.00781,8,-34.702,0.0435,0.99,0.945,0.125,0.334,130.305,135470,3
3inyKRu1a4IJDE9RUEcfKd,A New Start,Ferragno,Peaceful Piano,0.35,0.015,8,-28.47,0.0509,0.994,0.958,0.115,0.293,124.784,155040,4
6AKvBuBdVSf7uDYJYWtWxC,Cavaria,Shea Ada,Peaceful Piano,0.218,0.0139,8,-37.235,0.0435,0.992,0.911,0.111,0.304,201.146,138916,4
7l9kf2CXBDtvOMIRB23H5N,Future 未来,Li Zemin,Peaceful Piano,0.305,0.0131,1,-33.875,0.0335,0.992,0.952,0.0948,0.214,173.504,196556,4
4b0alD7TOFqZx5pQFrtL2G,Misterbianco,Mireia Lluna,Peaceful Piano,0.349,0.013,2,-38.364,0.0348,0.989,0.904,0.109,0.24,118.126,105875,4
3nb0mXvI0kiyo4dQUZx1Tj,Fjord,Eyøni,Peaceful Piano,0.478,0.0208,1,-26.494,0.0446,0.992,0.879,0.092,0.269,69.726,157500,4
6QzVjefxboaYR4SAsdwliL,soft life,Jack Ame,Peaceful Piano,0.186,0.0021,3,-38.63,0.0426,0.994,0.923,0.104,0.36,172.011,135500,4
2ccbSytqRFWAl5WSFZbZmC,Falling Rain,Matthew L. Fisher,Peaceful Piano,0.433,0.0211,4,-28.583,0.0761,0.988,0.967,0.11,0.34,62.563,158062,4
078tv0fBjcReoPb9IL97b7,Fall a hundred times,Maya Sarfatto,Peaceful Piano,0.28,0.0117,8,-31.752,0.0409,0.992,0.926,0.0954,0.184,148.882,136659,4
68xDhjQhGVfq7dGhfC1XhZ,Where the Rivers Run,Joaquim Azevedo,Peaceful Piano,0.45,0.0238,1,-32.133,0.0371,0.995,0.945,0.11,0.2,69.988,139875,3
6kJ4jRr1SB2ao8VimAiuB0,Eridani,Flori Vivea,Peaceful Piano,0.432,0.0323,7,-29.775,0.0403,0.995,0.961,0.102,0.183,133.719,152500,4
6R1H9Z89KDuRtt8h9PvKeu,frozen kiss,everall,Peaceful Piano,0.557,0.00521,2,-27.402,0.0513,0.993,0.944,0.112,0.27,96.907,161935,4
5OwbUwe2qFPQ1iUSosmR9u,Elegy Of Solace,Una Luna,Peaceful Piano,0.436,0.0185,8,-28.155,0.0389,0.995,0.934,0.0981,0.331,110.446,158375,4
4VCdqcivjBs1bfQAGB54rQ,Biassono,Joviano Carrera,Peaceful Piano,0.455,0.0143,9,-35.778,0.0377,0.993,0.94,0.112,0.354,118.043,151923,4
01hiTwznescgIbY9PAUVUz,In Presence,Dean Demir,Peaceful Piano,0.381,0.0278,0,-34.212,0.0307,0.989,0.925,0.0927,0.147,106.256,173862,4
1LlWrUUgRE2Mqxdbcpj6NF,Morning Dew,Blue George,Peaceful Piano,0.295,0.0175,0,-29.427,0.0432,0.983,0.941,0.118,0.16,178.769,159753,3
4SBeIeXLiDqCH7YHRFgGkD,floating points,May Laude,Peaceful Piano,0.439,0.00937,2,-28.705,0.0474,0.994,0.944,0.0951,0.301,108.814,125375,5
32pMHDcSZA6xD4cp9lk1aF,Fino Mornasco,Fabrizio Gallo,Peaceful Piano,0.428,0.0183,9,-36.402,0.0374,0.994,0.932,0.102,0.339,141.326,133917,4
6CWzmoxDJJdIJ5GImw0RHv,Hearts of Desire,Cole Neumann,Peaceful Piano,0.327,0.0145,5,-29.432,0.0416,0.988,0.925,0.107,0.126,143.642,139313,4
5vC5C7G92VJ4s9lXqtOXKY,Before You,Andrea Prine,Peaceful Piano,0.391,0.0507,10,-32.078,0.0403,0.989,0.931,0.0953,0.3,129.442,142582,4
7A5KsH4tO6rdv4RN3qNzUu,to be better again,Lonesome Mind,Peaceful Piano,0.385,0.00218,2,-36.653,0.0632,0.995,0.966,0.0884,0.124,101.94,150000,4
1qrvZZeUyb4a5knmgTM9v1,Other Side of The Moon,Valérie Valérie,Peaceful Piano,0.347,0.0126,0,-35.66,0.0336,0.991,0.957,0.0915,0.0921,97.508,128915,3
1Q2ih8UwOirSbXp9Nb4QV4,A quiet river,Christian Janssen,Peaceful Piano,0.457,0.00836,7,-28.733,0.0395,0.995,0.955,0.0857,0.285,54.621,122445,4
0y4oznUeCBGiTZou3hmimL,Solace,Dunham Froebel,Peaceful Piano,0.397,0.0213,0,-29.817,0.0517,0.994,0.954,0.114,0.0946,101.268,129375,4
6Dn5BgAw5vgo6R5z9U6nEl,Nouveau Départ,Mes Croquis,Peaceful Piano,0.413,0.0335,8,-25.915,0.0374,0.995,0.944,0.108,0.211,74.535,151846,4
3wchWA4OaMulFCpmmLmog1,A Safe Space,Aramis Morel,Peaceful Piano,0.422,0.0156,10,-28.843,0.0449,0.993,0.919,0.106,0.248,115.416,148299,4
1vwLrgMsd1sCPpXTzXxuBL,Notturno,Finja Seiden,Peaceful Piano,0.478,0.00616,2,-30.795,0.0385,0.995,0.947,0.107,0.142,51.05,191731,4
5VWbXmisFDNGzh1kcXouTR,Daydreamer,Noah Hart,Peaceful Piano,0.464,0.0135,3,-33.119,0.0506,0.995,0.846,0.126,0.169,72.399,156500,3
1UUwFKaZ1Z8QPp5sstWltL,Almenno San Salvatore,Rhian Cadogan,Peaceful Piano,0.434,0.012,2,-35.826,0.0321,0.992,0.896,0.106,0.293,107.437,167189,4
11kyoJkQePM8zW2kEozhFu,Resta Con Me,Valentina Romano,Peaceful Piano,0.458,0.0615,0,-29.111,0.0381,0.991,0.942,0.102,0.233,116.695,129469,4
5Q3Ap0awH9ziePtPXhxWEB,Almost April,Florentin Davies,Peaceful Piano,0.43,0.0688,7,-27.394,0.0268,0.99,0.909,0.107,0.214,83.573,173133,4
0QzBw7xBO5q6plc8hX5z7B,Endlich,Arata Rin,Peaceful Piano,0.499,0.06,9,-28.63,0.0549,0.994,0.967,0.0975,0.348,123.102,130248,4
1b1A6Z7pI8myEX3TSyweOk,A tale to tell,Luiza Schmidt,Peaceful Piano,0.386,0.0128,1,-28.66,0.0396,0.991,0.931,0.109,0.189,126.374,130134,4
3xdDoLDyvsMgyl1BwVaZ5E,Diaphanous,Arden Brooks,Peaceful Piano,0.383,0.0185,2,-32.031,0.04,0.993,0.943,0.104,0.148,104.922,173521,4
4JYOZ0h4zzgnm1oPzsDVH6,Miles and Miles,Antoine Di Luzio,Peaceful Piano,0.537,0.00785,5,-31.351,0.0437,0.994,0.946,0.109,0.211,52.669,155080,4
7yQvxdXqotBSRCAYOIOGVt,Autumn Sky,Vincent Fanguro,Peaceful Piano,0.537,0.00685,1,-31.067,0.0819,0.995,0.969,0.105,0.174,77.963,158723,4
62T1anGMtce8jCIdXIQRvL,Spring Roses,Ren Lockhart,Peaceful Piano,0.511,0.00638,1,-25.942,0.0344,0.991,0.958,0.0995,0.626,62.788,161765,4
3cuvXQjn74rLPC0jSVysUK,Astray,Simon Vouet,Peaceful Piano,0.492,0.0158,11,-28.273,0.0347,0.994,0.881,0.107,0.322,51.579,120942,1
5JVDIP9IBy6DJB6SVFTX5T,Muse Of History,Roland Toubin,Peaceful Piano,0.368,0.0105,5,-32.672,0.0472,0.988,0.93,0.109,0.255,101.337,141814,3
57udUUmrolC21iP6xtgNBU,Dalmine,Lakes of Lagan,Peaceful Piano,0.472,0.0021,5,-39.726,0.0555,0.995,0.952,0.083,0.214,108.013,207387,4
1dNGTCMHimoPSJj9fPtN5D,Desire paths,Finn Lenoir,Peaceful Piano,0.407,0.0132,11,-29.609,0.0412,0.994,0.939,0.104,0.212,127.195,163089,3
0TsKyZ33N0VP8ZXYgTXPUz,Countryside Mansion,Joanne Gardiner,Peaceful Piano,0.492,0.014,4,-24.46,0.0346,0.994,0.959,0.0983,0.408,85.72,182214,4
52KuODrja4LIiMh1a8pOBd,The swan,Ava Cerasoli,Peaceful Piano,0.442,0.019,0,-30.437,0.0318,0.992,0.953,0.11,0.231,70.311,157000,4
04P0ErOc0W13SliezFing8,190306-11,Hideyuki Hashimoto,Peaceful Piano,0.431,0.0203,9,-27.757,0.0484,0.993,0.94,0.0906,0.266,175.441,155533,3
3pfjdDVdlQzUjJaw75NvhE,Bona Fide,Linn Hope,Peaceful Piano,0.366,0.0161,2,-35.317,0.0343,0.994,0.943,0.101,0.232,126.935,157861,4
4fv0GOcz0wbPcPR0CjILUg,Dancing Dreams,Steven Windhaug,Peaceful Piano,0.417,0.00841,10,-34.187,0.0543,0.992,0.957,0.102,0.329,69.54,138182,5
6SMHndqVp9ZdGmvzQu23ob,Chanson d’été,Moleno,Peaceful Piano,0.347,0.0185,8,-26.9,0.0378,0.996,0.924,0.114,0.282,66.283,163028,3
6GRjlkZ7MxKtRC4jsJzQxv,Window Seat,Dwight Rivera,Peaceful Piano,0.513,0.0144,10,-24.793,0.0396,0.982,0.941,0.0982,0.244,69.035,145120,4
0jFnlaavbGTER2XNnUztEF,Brume Matinale,Valter Soll,Peaceful Piano,0.498,0.0271,7,-26.316,0.0359,0.994,0.917,0.107,0.226,63.969,166910,3
6yhkANlWR9KWT75aAqXmGm,Under a tree,Janet Redger,Peaceful Piano,0.362,0.0315,7,-30.671,0.0433,0.99,0.906,0.118,0.0757,111.026,138442,4
5tC7qnCutl9HLMAOeUaZxo,"Dreamt, far hope...",North Connolly,Peaceful Piano,0.386,0.0124,3,-29.991,0.0376,0.987,0.913,0.105,0.107,111.643,139516,4
1mKHZDWICROPP1gmOg1mn2,For A Moment,Haley Morrison,Peaceful Piano,0.496,0.0117,2,-31.262,0.0586,0.995,0.897,0.1,0.234,68.158,201875,3
6fHq66kBS2OJiWu3ZGNZj9,Le Recueillement,Abelin Lagarde,Peaceful Piano,0.462,0.0298,5,-35.15,0.0323,0.993,0.942,0.107,0.161,114.649,147098,4
6brQG7CUofzdsnNx3qssrh,The Old Garden,Sanna Aalto,Peaceful Piano,0.498,0.0355,5,-24.146,0.0492,0.993,0.957,0.105,0.222,74.292,174782,3
391l8re8aew1rvyNOXUYDD,Nostalgia,Floyd Nova,Peaceful Piano,0.393,0.0156,3,-25.533,0.0369,0.995,0.947,0.109,0.354,72.845,172500,4
3IwddX0zjnQ7am17WdP66M,Peace flow,Jon Albreit,Peaceful Piano,0.364,0.00778,6,-33.944,0.0385,0.993,0.882,0.106,0.0917,111.421,137692,4
4fG5KccAJKYk1EguGbGKt0,Serene,Will Kaufman,Peaceful Piano,0.525,0.0045,0,-36.824,0.0547,0.99,0.967,0.113,0.207,99.734,146745,4
5rfMHAaZCA8ym79TN2GdbV,Aspres,Ren Lockhart,Peaceful Piano,0.508,0.0526,1,-33.418,0.0444,0.995,0.954,0.104,0.674,125.013,199120,4
3ANR14gcrMm6asGMNVhivt,Come close,Korey Banks,Peaceful Piano,0.624,0.042,7,-26.379,0.0557,0.992,0.944,0.113,0.594,111.45,170500,4
6MTI6CKlLOZapPzdT4zJLH,To Bring Rest,Sabrina Austin,Peaceful Piano,0.442,0.0254,1,-28.016,0.0373,0.991,0.955,0.1,0.188,89.566,137750,4
2bjQvSk5T3A2dmnqqeRhzI,Saying Things,Emanuel Fremont,Peaceful Piano,0.307,0.0381,11,-28.197,0.0423,0.993,0.945,0.104,0.0631,72.453,123500,5
2BbH50TRv9Qel8dnaE06wm,Grand Canyon,Ivan Vladusic,Peaceful Piano,0.468,0.0598,11,-26.863,0.0418,0.993,0.929,0.11,0.647,128.215,170641,4
6Xk5TR63iO5EAYfgi4Hjtl,The Proposal,Henriette Fleich,Peaceful Piano,0.368,0.0385,6,-34.973,0.0627,0.99,0.946,0.112,0.136,122.674,162062,3
4QfPxrgEAfWt0DEjrR1CXw,Ellie,Aeyes Libe,Peaceful Piano,0.513,0.0257,11,-26.967,0.0424,0.993,0.961,0.0998,0.285,108.7,178000,4
58S5x2FRM1xU8Ufe2g0a2G,My Story,Portia Price,Peaceful Piano,0.408,0.0322,2,-29.633,0.0339,0.995,0.858,0.109,0.301,58.392,138301,4
5LmaeC0bRQqaHtK781KOhD,Archipelago,Damien Jeunet,Peaceful Piano,0.454,0.0299,0,-26.691,0.0304,0.991,0.836,0.117,0.413,67.129,158000,4
0X3mDFl8poPzyNQmrTe9fr,Afterlight,Arlo Thiem,Peaceful Piano,0.383,0.0143,1,-30.279,0.0444,0.993,0.914,0.0975,0.183,71.029,200250,3
3xZBHTUT1gLAmDbPz77ETo,Forevermore,Ambrosiae,Peaceful Piano,0.47,0.0243,5,-24.242,0.0354,0.994,0.896,0.121,0.331,81.805,154311,3
7IrrIzxSk3OO48hW6dpEus,To New Beginnings,Una Luna,Peaceful Piano,0.363,0.0746,4,-27.182,0.0363,0.993,0.952,0.105,0.304,111.604,129250,4
7iTKgLh1OzQHw1TwYFSMGa,Sanctuary,Floyd Nova,Peaceful Piano,0.398,0.00578,6,-25.436,0.0464,0.993,0.969,0.102,0.27,57.701,151750,4
6xld6bFu5ST7nickcSK1lP,Wish,Domi Nova,Peaceful Piano,0.45,0.016,4,-28.455,0.0416,0.995,0.972,0.124,0.319,93.405,168250,3
7J9IGMMsPyzWh2trBv6OQT,The Coming Day,Jack Pelayo,Peaceful Piano,0.487,0.0655,5,-24.112,0.0812,0.996,0.861,0.106,0.768,118.968,152519,4
4QB9QRh9xUuqKTXX9JBqyZ,The Way Home,Wendie Solomon,Peaceful Piano,0.532,0.0378,10,-24.416,0.0532,0.993,0.938,0.101,0.196,83.185,147536,3
5jJodZ6zXjMdAgumEyVKb1,Whispering Oaks,Olivier DeGrasse,Peaceful Piano,0.386,0.0254,6,-25.432,0.032,0.991,0.907,0.112,0.165,112.445,151288,4
